Row,FL,X,Y,Z,X1,Y1,Z1
147,c, 38.5, 116.1, -68.9,40.39, 108.38, -68.02
149,c, 37.7, 119.3, -72.6,39.30, 110.70, -75.34
151,c, 41.3, 123.6, -64.7,45.58, 117.10, -58.64
153,c, 36.7, 125.0, -71.2,32.81, 117.45, -74.63
155,c, 41.9, 122.2, -72.8,44.35, 107.79, -76.61
157,c, 38.9, 127.3, -66.9,34.61, 122.93, -63.68
159,c, 40.9, 126.3, -67.5,33.35, 124.13, -69.10
161,c, 36.7, 128.1, -72.0,27.80, 124.37, -72.45
163,c, 46.1, 128.0, -76.3,49.33, 115.98, -81.91
165,c, 44.4, 134.8, -71.4,59.21, 145.37, -69.91
167,c, 36.5, 131.7, -77.0,24.04, 128.40, -82.86
169,c, 37.9, 135.1, -75.4,28.46, 125.09, -88.83
171,c, 41.5, 135.1, -74.7,42.43, 125.70, -83.83
173,c, 46.6, 137.1, -75.9,57.35, 135.08, -89.10
175,c, 29.6, 115.5, -69.7,37.35, 109.25, -69.32
177,c, 19.3, 117.2, -66.4,27.39, 124.60, -57.31
179,c, 14.7, 113.8, -66.5,13.04, 111.77, -58.81
181,c, 18.3, 115.3, -72.0,20.92, 112.36, -79.36
183,c, 17.9, 119.4, -67.4,17.45, 125.12, -60.61
185,c, 17.4, 115.7, -69.2,18.73, 116.43, -68.41
187,c, 17.2, 114.5, -70.6,16.65, 113.96, -72.63
189,c, 15.4, 114.8, -70.1,18.93, 114.88, -74.20
191,c, 14.1, 115.5, -70.9,14.54, 114.64, -79.14
193,c, 13.4, 119.9, -68.5,8.52, 130.70, -60.24
195,c, 12.2, 118.1, -69.4,3.41, 122.15, -69.93
197,c, 37.5, 113.4, -74.7,46.58, 102.39, -72.69
199,c, 26.8, 118.3, -78.3,36.12, 118.76, -75.09
201,c, 35.1, 109.3, -78.1,41.40, 102.19, -74.93
203,c, 35.3, 107.4, -79.1,41.11, 100.99, -78.47
205,c, 31.8, 106.6, -81.3,32.23, 102.47, -85.48
207,c, 35.8, 107.4, -82.6,44.08, 101.73, -87.15
209,c, 33.3, 106.7, -83.9,37.86, 101.21, -87.83
211,c, 32.9, 110.4, -80.7,37.29, 117.09, -78.42
213,c, 33.4, 108.4, -82.2,36.14, 106.36, -83.43
215,c, 37.3, 112.0, -83.6,46.85, 111.31, -83.71
217,c, 34.0, 111.6, -86.8,38.24, 111.09, -93.30
219,c, 29.5, 113.8, -84.6,29.34, 118.98, -89.85
221,c, 18.2, 110.6, -85.8,4.23, 97.95, -87.72
223,c, 31.5, 112.3, -88.6,40.62, 101.33, -92.77
225,c, 18.8, 115.7, -82.6,10.65, 115.15, -73.39
227,c, 22.7, 106.8, -97.1,23.90, 92.50, -106.97
229,c, 23.1, 116.1, -93.8,36.24, 113.14, -91.12
231,c, 9.3, 112.4, -100.9,2.26, 105.76, -109.09
233,c, 8.7, 118.4, -94.0,3.92, 124.38, -88.10
235,c, 7.3, 115.0, -97.2,-4.00, 113.52, -94.59
237,c, 6.8, 116.6, -92.6,-5.03, 111.58, -86.48
239,c, 0.3, 115.0, -98.3,-2.83, 121.85, -106.50
241,c, 26.5, 112.8, -98.0,30.15, 101.39, -97.20
243,c, 20.4, 113.6, -104.0,15.40, 112.79, -107.62
245,c, 27.3, 112.1, -103.4,36.58, 107.86, -99.74
247,c, 25.8, 110.5, -110.2,24.61, 99.13, -115.89
249,c, 27.0, 112.7, -106.0,36.72, 107.47, -102.43
251,c, 30.1, 109.0, -110.5,37.09, 96.83, -115.41
253,c, 24.8, 111.2, -108.3,25.13, 108.56, -116.64
255,c, 26.6, 109.2, -110.9,33.47, 102.11, -118.37
257,c, 32.9, 110.5, -109.5,43.64, 100.61, -108.48
259,c, 18.3, 118.8, -96.9,19.43, 129.08, -87.56
261,c, 22.0, 117.5, -99.2,28.33, 118.66, -96.88
263,c, 24.4, 120.8, -98.0,33.49, 121.63, -92.63
265,c, 24.7, 123.5, -98.9,35.37, 125.19, -91.45
267,c, 20.4, 124.9, -98.6,18.14, 134.97, -92.37
269,c, 9.0, 114.2, -105.8,-4.04, 112.67, -114.09
271,c, 14.1, 111.3, -110.1,19.47, 110.99, -108.53
273,c, 14.3, 103.9, -115.6,16.60, 92.45, -124.15
275,c, 8.5, 109.7, -115.2,1.49, 100.28, -127.21
277,c, 8.2, 110.9, -116.9,0.98, 102.53, -128.25
279,c, 8.6, 108.5, -112.9,9.25, 98.29, -119.34
281,c, 14.5, 118.3, -103.7,11.21, 128.03, -101.07
283,c, 19.0, 119.3, -105.0,30.97, 118.75, -101.84
285,c, 6.1, 117.2, -108.8,-7.67, 116.58, -113.57
287,c, 21.3, 117.4, -111.5,29.15, 107.89, -118.00
289,c, 9.4, 125.9, -106.8,-1.04, 136.12, -100.14
291,c, 11.7, 118.8, -116.5,13.56, 101.68, -124.66
293,c, 21.6, 125.6, -109.0,38.06, 123.86, -101.68
295,c, 5.9, 126.8, -113.7,-10.55, 125.92, -110.94
297,c, 20.1, 123.9, -113.7,30.02, 114.37, -118.40
299,c, 18.9, 123.1, -114.2,19.16, 123.47, -117.45
301,c, 21.4, 125.4, -111.1,26.80, 124.05, -109.11
303,c, 16.0, 123.2, -115.4,13.60, 123.08, -121.07
305,c, 16.9, 129.0, -110.5,18.51, 136.82, -108.18
307,c, 14.3, 127.4, -119.2,7.96, 121.43, -127.43
309,c, 16.8, 129.6, -114.3,29.38, 127.55, -116.84
311,c, 6.2, 134.8, -112.6,2.06, 146.41, -112.73
313,c, 12.7, 127.9, -119.7,19.49, 118.03, -130.09
315,c, 5.6, 130.7, -119.2,-3.48, 119.04, -128.57
317,c, 20.9, 137.1, -114.2,37.54, 139.81, -115.89
319,c, 35.5, 135.4, -29.6,38.89, 137.84, -24.49
321,c, 29.8, 130.7, -33.4,25.96, 122.92, -32.71
323,c, 28.2, 136.1, -32.2,22.11, 128.24, -27.49
325,c, 37.0, 133.5, -37.9,41.22, 126.16, -41.91
327,c, 39.4, 136.5, -40.6,47.57, 132.02, -46.10
329,c, 29.5, 135.2, -39.3,27.68, 128.49, -40.25
331,c, 30.5, 139.2, -44.1,27.04, 134.94, -57.30
333,c, 36.5, 140.0, -43.9,40.17, 131.62, -52.15
335,c, 38.1, 143.0, -41.1,51.89, 141.51, -40.01
337,c, 60.7, 139.8, -15.7,58.74, 130.81, -20.34
339,c, 55.3, 146.8, -2.2,56.09, 142.94, 0.65
341,c, 52.4, 152.6, -6.3,52.44, 149.76, -13.25
343,c, 55.1, 152.6, -5.0,61.51, 151.04, -5.90
345,c, 55.2, 154.0, -3.2,59.55, 151.32, 1.09
347,c, 53.5, 151.7, -0.2,54.23, 146.61, 7.58
349,c, 64.9, 137.6, -7.3,71.39, 126.36, -4.70
351,c, 54.4, 141.7, -3.2,50.61, 128.34, 0.09
353,c, 66.2, 138.6, -10.7,70.38, 128.37, -14.00
355,c, 58.8, 140.2, 0.0,59.74, 123.68, 0.23
357,c, 62.4, 153.5, -11.8,62.95, 150.53, -5.30
359,c, 61.7, 150.6, -19.9,63.68, 142.75, -22.70
361,c, 63.1, 154.0, -18.7,70.65, 143.85, -19.97
363,c, 53.8, 156.5, -13.8,43.09, 155.06, -9.35
365,c, 53.9, 153.5, -22.2,45.53, 146.37, -27.08
367,c, 59.9, 156.3, -14.0,60.59, 156.06, -6.73
369,c, 57.6, 156.1, -14.1,56.03, 153.44, -10.06
371,c, 61.5, 157.5, -15.8,68.21, 155.76, -10.73
373,c, 58.6, 155.1, -22.4,61.04, 155.82, -33.24
375,c, 54.6, 157.6, -20.3,50.18, 159.30, -19.62
377,c, 52.4, 157.3, -25.1,46.59, 154.78, -31.96
379,c, 53.6, 162.5, -23.4,49.08, 171.07, -29.38
381,c, 58.4, 160.6, -21.3,68.08, 159.72, -17.99
383,c, 54.4, 160.4, -26.5,55.70, 160.77, -41.51
385,c, 59.3, 139.2, -0.5,58.43, 122.18, -0.05
387,c, 66.9, 144.2, -0.9,69.26, 138.72, -1.66
389,c, 59.1, 146.3, 6.7,54.94, 143.16, 10.57
391,c, 64.9, 149.5, 2.8,67.11, 152.46, -1.76
393,c, 68.4, 143.6, 9.3,76.34, 131.59, 11.76
395,c, 57.7, 148.1, 12.3,51.32, 141.91, 19.92
397,c, 67.5, 148.5, 9.7,76.79, 140.83, 10.19
399,c, 63.0, 146.2, 15.8,66.91, 140.35, 28.86
401,c, 57.0, 151.3, 16.7,48.19, 154.14, 15.94
403,c, 63.6, 153.7, 17.1,69.68, 159.12, 10.13
405,c, 58.7, 149.7, 26.4,56.32, 142.17, 38.69
407,c, 56.7, 150.1, 22.0,50.76, 137.51, 26.14
409,c, 66.7, 149.5, 26.1,79.41, 144.72, 33.45
411,c, 63.8, 154.1, 26.8,66.08, 158.06, 31.55
413,c, 68.9, 154.6, 26.5,78.08, 154.24, 27.82
415,c, 64.1, 154.5, 27.5,57.88, 157.24, 31.28
417,c, 65.0, 154.6, 31.7,67.82, 150.54, 41.60
419,c, 56.1, 153.5, 23.6,43.06, 151.80, 31.00
421,c, 56.2, 157.3, 26.4,47.17, 161.09, 30.53
423,c, 60.1, 157.3, 30.7,63.97, 157.95, 41.21
425,c, 56.3, 163.3, 27.3,57.87, 173.32, 35.04
427,c, 60.6, 162.1, 27.3,73.05, 165.41, 25.90
429,c, 56.0, 162.2, 26.6,49.55, 167.72, 22.24
431,c, 57.7, 163.1, 31.0,63.88, 166.12, 45.28
433,c, 69.5, 143.1, -5.8,76.42, 138.52, -4.58
435,c, 63.8, 149.7, -2.8,59.00, 151.40, 3.30
437,c, 75.2, 151.8, 4.6,81.61, 151.85, 16.34
439,c, 69.9, 155.4, -7.5,63.74, 151.09, -15.28
441,c, 84.7, 156.4, -2.2,97.35, 148.43, -4.01
443,c, 76.2, 159.4, 9.0,70.66, 148.15, 19.99
445,c, 83.7, 163.0, -2.3,89.34, 152.27, -12.01
447,c, 81.7, 160.9, 11.5,81.58, 153.80, 23.90
449,c, 79.8, 163.3, 8.7,72.22, 164.55, 7.71
451,c, 89.8, 160.1, 12.5,98.85, 157.37, 14.67
453,c, 85.1, 164.7, 16.6,83.94, 167.66, 18.39
455,c, 91.3, 163.8, 20.4,97.10, 162.86, 23.86
457,c, 87.8, 166.1, 16.5,90.93, 168.09, 12.37
459,c, 92.6, 165.5, 17.1,98.71, 164.05, 19.39
461,c, 90.5, 166.5, 21.2,94.46, 166.81, 29.61
463,c, 78.6, 163.9, 12.9,69.79, 162.24, 14.15
465,c, 85.2, 165.4, 14.7,91.19, 166.98, 13.05
467,c, 81.5, 163.0, 22.7,79.69, 156.10, 33.05
469,c, 84.9, 167.9, 15.4,94.47, 169.82, 6.42
471,c, 86.3, 171.7, 20.6,93.10, 173.29, 23.11
473,c, 80.3, 172.1, 25.0,80.34, 176.93, 34.02
475,c, 78.6, 177.2, 24.1,70.37, 180.68, 31.40
477,c, 85.4, 176.0, 27.2,93.47, 175.03, 36.42
479,c, 80.0, 179.3, 20.4,82.64, 188.11, 19.96
481,c, 82.1, 178.2, 26.7,82.66, 184.27, 38.64
483,c, 85.9, 176.6, 23.7,94.57, 177.19, 27.86
485,c, 80.1, 164.0, -0.3,73.08, 161.80, -6.40
487,c, 78.7, 165.9, 1.1,70.15, 163.87, 0.72
489,c, 84.3, 164.1, 0.6,88.46, 159.98, 1.48
491,c, 82.3, 164.3, -5.0,84.89, 162.26, -13.53
493,c, 80.6, 169.9, -0.2,74.82, 178.01, 1.89
495,c, 79.5, 169.7, -6.0,74.65, 175.36, -16.96
497,c, 83.8, 168.0, -5.7,88.16, 166.30, -13.18
499,c, 89.2, 159.6, -0.2,95.09, 145.05, -5.15
501,c, 88.8, 159.5, 6.4,93.66, 157.08, 8.92
503,c, 93.5, 158.2, -2.1,96.72, 153.47, -6.30
505,c, 94.4, 161.8, 0.8,98.23, 164.31, 5.25
507,c, 98.1, 155.4, 5.8,100.13, 150.15, 11.07
509,c, 103.0, 159.2, -2.9,113.49, 149.86, 0.23
511,c, 103.0, 158.1, -7.5,109.52, 146.11, -14.00
513,c, 99.5, 161.9, -4.6,98.98, 164.92, -13.36
515,c, 102.3, 160.3, -6.4,110.76, 158.68, -14.67
517,c, 106.1, 157.8, -6.4,113.82, 141.48, -8.44
519,c, 82.9, 169.4, 4.8,68.86, 174.71, 1.60
521,c, 84.7, 169.7, 14.7,87.57, 164.62, 27.74
523,c, 75.6, 173.8, 11.4,63.47, 176.97, 15.83
525,c, 77.8, 174.2, 8.4,72.22, 179.08, 8.01
527,c, 83.1, 175.9, 9.9,93.70, 173.87, 1.17
529,c, 78.2, 173.5, 14.8,70.10, 168.83, 27.58
531,c, 88.6, 164.9, 3.4,94.20, 161.94, -0.07
533,c, 89.7, 165.9, 9.4,97.02, 165.04, 14.90
535,c, 86.4, 169.4, 3.9,83.35, 173.84, -6.58
537,c, 93.6, 168.6, 5.1,103.00, 157.65, -1.38
539,c, 88.7, 172.8, 9.9,88.40, 182.40, 18.44
541,c, 93.8, 173.9, 2.9,102.93, 174.69, -5.78
543,c, 96.9, 172.0, 14.7,105.24, 164.47, 25.15
545,c, 89.7, 178.5, 6.2,85.63, 189.79, -3.76
547,c, 99.8, 175.8, 8.6,115.66, 164.88, 8.52
549,c, 91.7, 180.0, 14.4,92.25, 183.00, 28.71
551,c, 93.7, 178.7, 2.3,95.77, 175.52, -12.04
553,c, 95.3, 178.7, 3.0,98.94, 173.73, 0.98
555,c, 89.6, 184.4, 1.1,83.77, 182.86, -0.92
557,c, 99.4, 186.0, -0.1,108.25, 184.79, 1.69
559,c, 94.0, 187.0, -3.5,94.10, 186.16, -13.25
561,c, 96.3, 190.0, 1.2,101.14, 196.53, 4.34
563,c, 99.1, 188.3, -2.8,104.81, 175.83, -8.49
565,c, 99.5, 189.6, -0.9,108.82, 184.78, -3.37
567,c, 92.0, 191.6, -2.4,84.41, 194.23, -11.96
569,c, 97.2, 177.4, 14.0,107.74, 176.01, 20.96
571,c, 98.0, 181.6, 15.0,95.03, 185.02, 14.44
573,c, 102.3, 181.1, 23.4,106.34, 182.43, 31.31
575,c, 107.3, 180.4, 17.8,115.80, 169.85, 18.65
577,c, 101.0, 185.8, 24.0,99.05, 185.20, 35.68
579,c, 107.8, 184.2, 22.0,117.91, 176.65, 27.92
581,c, 104.6, 186.5, 17.0,106.37, 192.37, 8.91
583,c, 106.4, 187.8, 18.5,116.58, 184.39, 16.88
585,c, 102.7, 187.7, 25.6,105.52, 189.84, 37.23
587,c, 92.0, 187.7, 5.8,85.60, 193.15, -0.14
589,c, 88.3, 194.6, 1.4,87.17, 192.92, -7.85
591,c, 84.9, 195.5, 5.5,74.49, 199.74, 1.67
593,c, 86.5, 195.6, 8.8,82.28, 204.37, 16.27
595,c, 100.4, 187.0, 6.8,109.33, 184.18, 1.96
597,c, 104.2, 191.6, 4.0,110.94, 183.90, -2.43
599,c, 103.6, 193.1, 7.5,115.54, 184.52, 6.59
601,c, 96.1, 195.2, 15.4,100.13, 197.12, 25.84
603,c, 90.2, 197.6, 15.4,82.56, 193.27, 23.92
605,c, 95.3, 197.2, 14.2,102.99, 198.35, 8.39
607,c, 103.1, 197.1, 12.3,113.13, 194.08, 17.87
609,c, 92.3, 203.6, 6.8,82.53, 211.79, 1.55
611,c, 99.5, 202.3, 6.4,112.33, 199.31, 0.60
613,c, 95.9, 204.5, 12.4,104.85, 205.39, 22.74
615,c, 97.8, 202.5, 5.2,106.26, 200.48, -2.96
617,c, 32.8, 121.1, -26.6,32.22, 114.77, -31.39
619,c, 28.0, 122.5, -19.9,21.99, 115.21, -16.20
621,c, 30.0, 124.7, -30.2,29.70, 117.86, -36.42
623,c, 26.8, 123.3, -24.8,20.40, 115.45, -22.92
625,c, 58.4, 127.6, -35.6,56.17, 120.20, -41.10
627,c, 62.2, 125.4, -32.4,61.08, 116.40, -37.08
629,c, 59.6, 125.9, -25.8,57.78, 123.89, -16.59
631,c, 62.4, 126.1, -34.3,59.74, 119.78, -43.97
633,c, 60.8, 128.4, -27.8,52.14, 130.35, -28.53
635,c, 64.0, 125.1, -25.7,61.97, 121.82, -20.39
637,c, 66.5, 123.0, -34.9,63.22, 116.89, -39.00
639,c, 66.0, 116.9, -31.9,66.12, 107.97, -35.00
641,c, 67.4, 121.6, -34.6,68.26, 113.30, -42.75
643,c, 63.1, 119.3, -24.3,61.65, 110.49, -9.57
645,c, 65.7, 116.4, -35.4,60.99, 108.55, -40.45
647,c, 63.6, 116.4, -28.6,67.43, 106.99, -26.99
649,c, 64.3, 121.2, -29.6,64.94, 127.65, -35.77
651,c, 69.1, 115.3, -33.3,72.82, 111.43, -43.24
653,c, 72.5, 110.6, -32.6,76.58, 103.55, -39.86
655,c, 74.8, 112.9, -26.9,77.92, 111.56, -34.38
657,c, 75.1, 104.5, -16.1,82.36, 94.37, -4.82
659,c, 78.1, 108.8, -25.4,86.97, 107.83, -31.82
661,c, 73.5, 103.9, -24.2,70.27, 100.14, -35.89
663,c, 80.1, 103.2, -22.2,80.41, 103.94, -30.35
665,c, 84.2, 101.9, -21.9,92.84, 151.75, -25.94
667,c, 82.0, 105.8, -25.9,81.55, 89.00, -34.14
669,c, 85.5, 100.8, -20.4,100.71, 89.80, -16.00
671,c, 80.3, 108.1, -21.2,85.22, 106.62, -32.67
673,c, 80.9, 106.1, -13.5,87.78, 105.11, 2.24
675,c, 79.1, 104.5, -16.0,85.12, 103.40, -13.53
677,c, 84.7, 105.2, -19.9,85.63, 105.20, -22.83
679,c, 86.6, 106.7, -17.6,93.97, 112.09, -28.09
681,c, 89.3, 90.2, -6.0,91.91, 87.26, 6.84
683,c, 92.0, 85.9, -6.7,103.70, 91.20, -2.15
685,c, 94.5, 88.6, -11.2,103.55, 102.02, -10.61
687,c, 90.1, 100.6, -12.6,96.62, 107.17, -22.76
689,c, 93.5, 94.6, -5.3,95.90, 78.66, 2.66
691,c, 51.5, 124.5, -43.1,47.89, 128.99, -45.38
693,c, 50.1, 121.6, -44.6,46.74, 116.42, -49.50
695,c, 53.1, 121.0, -37.2,52.71, 111.89, -30.51
697,c, 56.1, 119.1, -39.5,63.47, 111.71, -35.91
699,c, 53.0, 113.5, -43.7,59.65, 104.54, -50.76
701,c, 55.8, 117.2, -40.7,63.41, 108.74, -39.92
703,c, 43.7, 132.9, -36.4,46.77, 126.40, -27.62
705,c, 40.0, 133.5, -40.8,40.30, 135.25, -34.78
707,c, 41.6, 127.6, -45.8,47.92, 119.35, -47.50
709,c, 34.6, 125.9, -49.1,35.76, 120.99, -56.90
711,c, 26.0, 129.3, -47.1,15.89, 122.62, -46.57
713,c, 33.8, 129.7, -49.8,42.59, 129.67, -51.24
715,c, 27.7, 130.1, -52.6,19.33, 122.80, -61.01
717,c, 26.1, 122.0, -53.7,15.64, 110.60, -61.06
719,c, 27.7, 129.6, -53.9,21.92, 136.81, -52.48
721,c, 28.1, 126.7, -58.5,27.94, 120.00, -70.48
723,c, 31.0, 127.8, -54.6,38.29, 130.15, -59.08
725,c, 43.1, 130.9, -43.7,41.16, 121.09, -40.06
727,c, 48.1, 128.7, -46.6,55.21, 120.06, -42.21
729,c, 42.2, 132.7, -48.1,44.77, 137.00, -39.84
731,c, 38.7, 123.7, -48.8,32.11, 109.75, -46.87
733,c, 44.1, 126.8, -50.7,47.70, 117.60, -50.93
735,c, 43.4, 122.0, -50.1,47.81, 108.27, -50.79
737,c, 37.2, 124.8, -49.8,35.12, 116.94, -51.60
739,c, 42.2, 121.6, -52.0,45.36, 114.91, -52.83
741,c, 40.9, 119.8, -48.9,49.53, 109.22, -47.36
743,c, 38.4, 117.5, -56.9,37.93, 101.55, -64.09
745,c, 35.3, 123.3, -55.7,31.76, 115.01, -63.04
747,c, 48.1, 130.3, -68.7,45.97, 119.19, -70.12
749,c, 55.6, 127.5, -70.8,60.63, 115.62, -74.29
751,c, 45.6, 133.2, -70.7,38.72, 120.26, -66.13
753,c, 55.9, 133.9, -65.8,56.39, 120.39, -64.08
755,c, 56.1, 131.9, -69.9,59.85, 128.59, -67.79
757,c, 56.3, 138.9, -70.9,53.72, 142.87, -66.47
759,c, 55.8, 131.0, -75.2,51.62, 123.21, -78.56
761,c, 61.5, 137.4, -74.4,63.72, 134.93, -81.91
763,c, 55.5, 134.5, -75.3,53.43, 134.19, -79.42
765,c, 63.6, 131.3, -73.3,70.32, 122.36, -70.36
767,c, 60.6, 138.0, -75.2,64.04, 148.28, -75.85
769,c, 63.0, 133.6, -78.3,59.92, 125.85, -81.64
771,c, 68.6, 132.3, -77.6,76.95, 123.57, -79.30
773,c, 63.4, 137.6, -81.2,58.15, 138.26, -90.15
775,c, 67.9, 132.3, -82.3,74.04, 124.76, -86.78
777,c, 70.1, 137.4, -81.2,84.00, 134.47, -86.08
779,c, 65.7, 137.0, -83.1,64.24, 129.48, -92.08
781,c, 70.9, 136.4, -82.1,80.64, 127.69, -86.83
783,c, 65.5, 139.6, -81.7,59.98, 137.34, -95.29
785,c, 45.5, 124.1, -75.1,45.33, 115.88, -78.23
787,c, 38.6, 126.7, -74.5,35.06, 118.41, -74.58
789,c, 41.7, 125.1, -80.4,45.18, 119.17, -86.48
791,c, 39.0, 129.8, -78.8,45.80, 128.47, -83.37
793,c, 30.6, 125.0, -77.3,23.11, 112.05, -81.65
795,c, 37.7, 128.7, -85.1,44.67, 124.56, -98.17
797,c, 29.8, 124.7, -80.9,21.29, 109.41, -84.79
799,c, 35.9, 129.5, -79.8,42.62, 127.94, -84.08
801,c, 36.6, 128.5, -83.6,44.02, 128.74, -92.85
803,c, 32.5, 125.4, -86.2,38.94, 116.35, -90.18
805,c, 35.3, 132.8, -83.2,29.22, 133.77, -88.54
807,c, 35.1, 131.0, -82.4,37.20, 131.37, -85.44
809,c, 29.3, 123.9, -81.3,18.67, 108.05, -83.89
811,c, 22.3, 130.9, -81.2,13.42, 125.38, -86.03
813,c, 28.4, 136.0, -76.0,28.95, 141.50, -65.61
815,c, 24.9, 137.2, -74.9,15.72, 142.06, -67.22
817,c, 28.2, 134.9, -78.9,31.69, 134.95, -88.81
819,c, 23.9, 135.4, -80.4,13.11, 133.05, -87.58
821,c, 52.6, 136.8, -70.9,53.42, 137.88, -65.18
823,c, 53.8, 129.2, -78.3,58.46, 121.66, -84.48
825,c, 42.7, 136.2, -78.8,31.13, 132.97, -82.88
827,c, 51.5, 133.7, -82.5,58.53, 128.58, -86.33
829,c, 39.6, 129.1, -89.2,33.15, 115.04, -93.92
831,c, 53.9, 139.8, -96.2,62.86, 126.58, -101.15
833,c, 39.7, 142.2, -96.5,33.20, 123.74, -96.71
835,c, 49.6, 144.9, -95.0,59.72, 140.45, -90.25
837,c, 42.0, 141.7, -104.5,41.25, 125.06, -105.81
839,c, 42.7, 147.5, -104.5,46.14, 144.51, -107.98
841,c, 41.1, 143.2, -106.6,39.44, 137.18, -113.46
843,c, 43.7, 147.6, -108.1,54.04, 139.49, -115.40
845,c, 34.0, 144.6, -109.3,27.91, 133.28, -114.12
847,c, 40.5, 150.4, -105.4,47.45, 161.03, -103.71
849,c, 38.8, 148.6, -109.9,40.86, 140.70, -123.43
851,c, 46.1, 149.1, -94.8,49.86, 144.52, -82.47
853,c, 48.1, 149.6, -98.3,43.34, 153.95, -92.91
855,c, 48.9, 147.7, -99.5,52.24, 149.45, -98.19
857,c, 44.9, 150.0, -105.1,46.43, 138.16, -91.81
859,c, 49.3, 148.0, -104.8,55.12, 141.20, -105.39
861,c, 52.1, 148.8, -112.5,59.15, 139.04, -116.99
863,c, 46.5, 151.8, -107.9,39.83, 156.82, -107.55
865,c, 48.5, 148.6, -117.7,52.02, 137.98, -126.85
867,c, 46.3, 150.6, -113.8,44.87, 143.20, -121.62
869,c, 51.1, 148.9, -114.9,56.25, 137.96, -121.38
871,c, 51.0, 151.6, -112.0,58.24, 142.72, -119.04
873,c, 51.0, 149.5, -104.5,59.54, 141.49, -102.59
875,c, 38.5, 149.1, -106.9,28.32, 140.06, -108.70
877,c, 43.7, 147.2, -111.1,43.46, 139.79, -121.11
879,c, 49.0, 153.8, -102.1,49.30, 155.27, -91.35
881,c, 43.0, 154.0, -105.3,43.26, 158.59, -107.58
883,c, 47.9, 156.3, -103.2,53.28, 155.58, -104.01
885,c, 45.5, 156.6, -106.4,47.20, 158.24, -109.73
887,c, 48.9, 160.2, -105.1,56.45, 158.44, -108.70
889,c, 44.3, 163.1, -105.2,39.59, 165.59, -107.39
891,c, 44.7, 163.3, -101.8,42.46, 170.24, -99.63
893,c, 49.8, 162.1, -101.4,56.04, 157.69, -96.88
895,c, 46.1, 148.8, -111.3,48.84, 136.52, -116.64
897,c, 42.4, 149.9, -114.2,38.13, 145.80, -116.18
899,c, 43.2, 151.9, -110.5,39.58, 153.71, -114.25
901,c, 45.6, 152.2, -116.6,43.88, 143.56, -123.23
903,c, 46.7, 154.5, -111.4,51.05, 153.69, -116.57
905,c, 31.5, 151.2, -107.9,12.57, 139.38, -106.31
907,c, 45.7, 153.5, -107.0,59.70, 147.65, -106.70
909,c, 44.9, 154.3, -108.7,48.85, 152.86, -111.50
911,c, 41.0, 159.1, -107.6,36.68, 164.20, -107.94
913,c, 41.5, 158.2, -114.0,43.79, 157.15, -119.42
915,c, 48.7, 164.5, -108.3,60.27, 167.60, -106.28
917,c, 43.0, 164.5, -111.2,41.68, 165.09, -118.62
919,c, 48.1, 164.7, -112.1,56.27, 157.52, -117.02
921,c, 45.2, 165.6, -112.3,47.34, 164.72, -121.15
923,c, 49.0, 167.3, -110.0,58.68, 162.64, -111.85
925,c, 49.6, 169.9, -108.0,49.46, 178.89, -102.23
927,c, 33.1, 158.1, -107.6,24.52, 162.34, -106.39
929,c, 40.4, 160.1, -110.6,43.83, 167.07, -110.43
931,c, 33.0, 160.3, -118.5,26.80, 151.57, -128.20
933,c, 37.6, 168.9, -108.7,35.50, 174.58, -99.57
935,c, 38.4, 167.2, -117.6,43.58, 160.79, -125.58
937,c, 27.8, 173.2, -113.9,17.08, 179.55, -120.21
939,c, 36.7, 172.9, -114.2,46.27, 169.68, -117.00
941,c, 31.7, 172.7, -118.3,30.19, 164.68, -131.33
943,c, 36.8, 174.3, -111.8,43.92, 178.75, -104.20
945,c, 68.3, 136.9, -62.2,63.60, 135.09, -56.47
947,c, 63.7, 131.5, -67.9,62.55, 121.79, -72.67
949,c, 69.9, 130.9, -67.3,73.27, 121.65, -65.69
951,c, 67.5, 133.1, -70.9,70.51, 125.07, -70.02
953,c, 61.0, 134.8, -74.4,55.31, 132.32, -85.73
955,c, 63.3, 130.1, -77.9,63.64, 121.22, -87.01
957,c, 67.9, 139.6, -68.3,71.90, 134.13, -71.33
959,c, 60.2, 141.9, -66.6,54.78, 137.08, -65.62
961,c, 59.9, 140.1, -70.1,56.24, 135.69, -76.21
963,c, 61.9, 146.9, -69.4,66.55, 149.79, -70.68
965,c, 58.9, 144.6, -69.1,52.61, 144.58, -69.74
967,c, 55.5, 144.9, -73.6,48.75, 138.85, -79.66
969,c, 58.3, 146.3, -74.1,57.44, 140.14, -85.76
971,c, 60.2, 148.6, -71.4,62.23, 157.68, -77.87
973,c, 75.4, 141.4, -57.4,78.52, 134.77, -55.67
975,c, 72.4, 144.9, -54.0,72.74, 146.12, -45.30
977,c, 78.0, 140.3, -54.8,81.77, 131.01, -55.18
979,c, 76.8, 143.5, -48.6,84.89, 138.16, -39.19
981,c, 76.4, 147.0, -54.3,78.50, 142.15, -58.64
983,c, 81.1, 143.7, -49.0,85.56, 131.31, -46.98
985,c, 80.3, 148.8, -51.8,86.82, 142.73, -55.11
987,c, 77.9, 151.2, -48.8,82.96, 154.37, -35.63
989,c, 82.3, 141.4, -60.1,83.63, 127.58, -54.44
991,c, 75.1, 143.6, -72.7,70.42, 134.60, -78.83
