Row,FL,X,Y,Z,X1,Y1,Z1
155,a, -499.5, 125.0, 551.3,-497.72, 130.47, 547.32
157,a, -506.9, 117.4, 553.3,-506.60, 119.55, 555.81
159,a, -499.2, 127.4, 552.8,-505.92, 136.81, 550.57
161,a, -495.3, 122.8, 553.0,-502.69, 112.68, 557.88
163,a, -504.1, 118.3, 544.9,-504.12, 116.88, 544.36
165,a, -504.9, 116.6, 545.1,-490.46, 105.94, 552.02
167,a, -494.5, 103.5, 552.9,-494.51, 104.40, 551.23
169,a, -499.0, 121.5, 537.0,-500.76, 127.69, 526.94
171,a, -494.0, 119.7, 535.7,-500.53, 129.60, 532.23
173,a, -497.5, 111.6, 535.0,-497.53, 110.11, 526.83
1,b,17.3,23.6,73.6,21.27,8.8,64.35
3,b,20.3,28.8,86.4,19.61,20.29,89.9
5,b,26.9,21.7,78.1,34.69,19.23,75.04
7,b,23.9,21.9,86.4,23.42,8.39,93.07
9,b,24.5,24.2,83.7,18.88,16.12,86.34
11,b,28.8,16.5,76.1,28.86,5.88,61.44
13,b,25,20.3,83.9,21.7,19.51,79.34
15,b,26.5,19.1,77.6,26.85,20.3,72.65
17,b,29.1,17.8,85.5,28.07,8.13,87.3
19,b,29.8,23.1,84.2,26.15,24.68,86.73
21,b,37,16.7,76.6,41.69,10.78,68.16
23,b,34.8,15.6,85.9,43.02,10.18,91.7
25,b,34.8,24.8,76.3,43.26,31.96,74.25
27,b,34.8,20.9,84.4,35.82,22.28,90.12
29,b,39.2,19.9,79.9,45.14,9.55,67.39
31,b,42.2,17.8,83.7,56.87,6.5,84.15
33,b,17.1,28,79.4,27.06,25.95,77.24
35,b,12.6,33,81.4,3.49,41.94,73.65
37,b,21.7,26.1,88.4,31.48,21.1,88.53
39,b,13.9,33.1,91,11.26,20.46,99.31
41,b,25.1,34.2,86.7,40.52,29.36,84.74
43,b,14.8,33.9,97,11.68,20.1,105.31
45,b,23,28,98.2,30.36,14.54,105.49
47,b,25.4,32,88.7,35.55,18.29,89.38
49,b,11.5,41.3,95.2,-3.66,27.92,93.8
51,b,20.4,33.7,102.5,25.11,18.82,109.69
53,b,19.6,40.9,91,19.62,44.57,76.99
55,b,24.9,34,96.3,36.48,20.64,99.32
57,b,14.1,39.7,96.6,1.39,36.64,104.28
59,b,18.6,41.3,97,19.49,47.75,89.96
61,b,24,41.9,106.7,32.15,29.85,110.78
63,b,13.4,42.8,103.4,4.4,40.37,112.86
65,b,11.5,42.3,107.4,13.25,35,119.27
67,b,7.2,46,101,2.05,42.2,91.05
69,b,5.1,46.3,106.2,-1.25,38.32,105.88
71,b,7.9,47.8,108.6,2.76,38.04,119.45
73,b,13.3,48,107.6,16.41,47.74,110.97
75,b,29,43.1,100.8,37.44,33.52,94.83
77,b,29.9,57.6,102,35.21,52.93,91.37
79,b,33.2,52.9,107.1,38.32,38.77,103.53
81,b,33,56.4,102.3,44.86,53.43,97.09
83,b,32.2,53.2,104.7,40.64,43.89,106.52
85,b,28.5,61.5,105.1,25.81,51.49,112.33
87,b,21.1,52.5,114.3,23.12,41.98,129.5
89,b,14.5,50.9,107.4,-2.06,50.51,105.89
91,b,30.8,46.1,110.4,37.52,29.01,112.49
93,b,18.1,59.1,116.3,16.93,46.02,129.37
95,b,19,59.3,108.5,17.01,73.89,101.55
97,b,15.2,59.9,114.9,3.88,44.52,114.53
99,b,24.4,58.4,113.4,38.52,51.71,118.34
101,b,16.8,59.2,112,11.57,56.29,123.89
103,b,19.7,66.4,2.5,21.58,61.62,2.32
105,b,16.1,66.9,6.9,16.02,61.84,7.79
107,b,17.7,68,6.6,21.52,61.91,11.36
109,b,18.9,69.9,7.9,28.78,66.34,19.72
111,b,13.7,70.6,7.5,13.27,71.89,5.78
113,b,14.1,73.7,6.4,6.69,72.35,-0.17
115,b,18.9,70.6,8.6,20.21,66.57,13.41
117,b,26.9,54.7,-4.5,25.87,52.1,-7.77
119,b,26.4,56.1,-2.8,22.19,56.38,-7.1
121,b,29.3,54.8,-5.9,33.61,47.21,-12.16
123,b,26.8,56.8,-0.8,19.4,64.59,2.85
125,b,34.9,55.8,-0.4,45.38,51.26,0.84
127,b,33.4,52.4,-1.8,34.27,47.71,-8.25
129,b,36.2,48.6,-2.6,34.79,40.95,-14.77
131,b,43.7,39.7,0.4,45.93,41.16,-7.65
133,b,46,43.7,-0.2,46.94,31.8,-6.77
135,b,45.7,43,9.7,47.52,37.57,17.36
137,b,51.7,40.4,1.5,50.73,30.14,-5.37
139,b,54.1,44.8,6.9,55.22,35.47,-0.99
141,b,52.4,42,11.6,57.05,36.04,17.02
143,b,54.6,37,3.6,59.86,23.96,-1.61
145,b,60.8,49.1,7,69.41,25.82,15.43
147,b,53.8,40.9,2.2,56.5,39.1,-6.81
149,b,65.1,43.2,8.7,76.19,34.53,8.09
151,b,58.6,37.3,12.4,65.82,32.02,27.41
153,b,22.6,63.3,26.2,15.48,58.09,22.27
155,b,28.3,47.6,29.6,34.21,35.87,30.72
157,b,24.5,51.2,36.9,28.07,40.87,46.24
159,b,22,46.8,40.2,18.26,31.84,47.2
161,b,28.1,47.1,39.4,42.08,32.98,41.43
163,b,19.4,55.8,43.7,2.9,39.4,50.7
165,b,28.1,49.6,45.2,37.1,36.21,40.89
167,b,23.6,50.9,46.9,36.35,49.13,58.39
169,b,20.2,54.5,51.1,11.48,32.26,58.29
171,b,27.1,47.8,47.1,39.38,36.35,57.7
173,b,19.2,56.3,45.6,7.31,48.73,52.24
175,b,23.6,56.9,46.6,24.9,44.51,53.94
177,b,-33.1,41.5,-0.2,-36.53,30.61,-6.87
179,b,-30.1,33.6,10.7,-24.94,26.4,16.71
181,b,-41.3,32.3,-1.2,-43.74,15.28,-3.32
183,b,-35.7,25.5,7.4,-37.37,8.93,11.84
185,b,-41.7,33,5.2,-52.64,26.82,1.25
187,b,-36.2,32.3,12.9,-37.77,20.04,20.36
189,b,-42.6,30.7,12.2,-56.17,20.48,18.07
191,b,19.4,65.4,13.7,9.42,53.23,14.33
193,b,19.3,63.1,15.1,10.04,52.32,14.2
195,b,19.6,55.8,16.7,29.23,57.41,25.82
197,b,17.6,56.4,23.4,8.02,45.73,25.54
199,b,25.4,49.6,27.2,32.38,50.64,35.93
201,b,21.4,58.1,31.3,8.29,47.37,34.14
203,b,30.4,50.5,28.2,38.78,36.45,26.63
205,b,32.4,50.5,26.2,49.13,51.44,24.65
207,b,21.7,57.7,31.4,16.24,44.31,42.26
209,b,30.1,52.6,29.8,43.3,47.05,42.66
211,b,31.2,53.2,32.8,38.55,58.32,43.05
213,b,24.4,57.7,30.7,18.24,47.74,29.97
215,b,34.4,54.6,32.8,50.57,58.42,35.84
217,b,25,58.5,32.8,14.92,66.57,32.74
219,b,28.8,53.5,37,30.47,46.94,49.52
221,b,46.2,92.2,-44.9,45.52,81.89,-48.36
223,b,47.7,102.2,-31.5,39.55,98.31,-23.47
225,b,47.2,106.6,-39.1,42.9,104.18,-35.83
227,b,45.7,107.9,-44.9,43.23,105.77,-38.85
229,b,56.3,104.7,-46,61.3,99.73,-52.58
231,b,53.4,113.7,-41.9,57.07,111.83,-40.05
233,b,51.6,97.6,-49.7,55.32,98.42,-50.57
235,b,36.3,94.1,-51.6,28.57,88.74,-43.7
237,b,42.9,96.7,-56.4,42.92,93.21,-69.04
239,b,40.8,100.3,-54.8,34.32,92.67,-67.28
241,b,39.1,99.6,-53.4,39.79,95.94,-40.14
243,b,51.4,105.6,-42.1,57.28,108.27,-42.46
245,b,46.5,97.7,-53.6,48.34,96.61,-64.07
247,b,44.8,111.9,-45.9,41.18,103.87,-44.18
249,b,46.8,100.4,-58.3,52.51,98.86,-69.64
251,b,38.9,105.6,-52.8,24.37,92.19,-60.45
253,b,38.8,109.8,-52.6,36.69,120.78,-44.54
255,b,43,107.2,-61,53.03,106.46,-72.62
257,b,37.5,109.1,-53.5,30.8,109.04,-48.8
259,b,38.6,107.4,-53.9,32.13,109.26,-55.89
261,b,32.1,99.8,-65.9,31.86,107.66,-73.37
263,b,32.6,100.6,-68.6,31.44,101.26,-75.85
265,b,32.9,108,-60.8,29.54,109.5,-51.48
267,b,36.6,107.1,-70.7,44,111.18,-77.23
269,b,35.7,104.7,-61.2,25.1,104.72,-71.98
271,b,35.8,113.5,-66,35.77,111.62,-80.5
273,b,36,112,-67.4,43.91,116.81,-78.19
275,b,60.5,104.1,-35.7,62.46,103.72,-38.96
277,b,54,96.4,-36.4,50.68,100.33,-41.14
279,b,55.4,92.7,-32.2,56.45,92.81,-25.46
281,b,59.5,89.1,-35.9,65.69,100.02,-32.59
283,b,59.3,94.2,-27.2,60.05,95.4,-22.75
285,b,57.8,92.4,-34.8,55.21,91.97,-43.97
287,b,65.7,102,-26,75.96,98.76,-13.18
289,b,62,97.7,-35.9,62.38,97.11,-42.8
291,b,64.2,95.1,-33.2,71.03,91.03,-27.09
293,b,63,97.3,-33.9,59.18,95.19,-47.54
295,b,70.7,112.9,-25.1,77.34,101.56,-30.9
297,b,61,89.8,-45.8,67.33,87.3,-40.37
299,b,58.5,90.3,-56,55.24,97.31,-62.87
301,b,80.6,95.2,-32.4,77.93,97.98,-32.15
303,b,85.2,91,-29.3,82.53,83.21,-39.18
305,b,84.8,98.5,-35,80.91,83.41,-40.67
307,b,80.4,104.1,-36.7,88.13,99.44,-32.03
309,b,84.4,94.9,-23.4,76.74,98.52,-25.06
311,b,90.9,97.5,-25.2,100.68,102.9,-24.05
313,b,91.3,90.6,-39.6,104.76,94.38,-39.63
315,b,83.8,89.5,-26.8,85.82,98.9,-14.33
317,b,91.4,99.9,-21.8,94.75,100.07,-23.9
319,b,90.8,95.6,-20.1,86.4,95.22,-25.25
321,b,99.6,100,-14.9,106.09,100.88,-13.07
323,b,95.5,92.3,-26.3,106.2,97.7,-37.71
325,b,87.6,98.7,-22.5,76.72,90.25,-23.22
327,b,90.8,98.2,-21.8,88.29,100.9,-19.5
329,b,94.7,104.8,-25.4,99.8,104.48,-32.76
331,b,101.5,114.1,-13.6,105.98,107.82,-18.1
333,b,93.5,98.1,-18.4,86.09,102.69,-16.22
335,b,101.4,97.7,-29.7,113.33,105.99,-34.11
337,b,94.7,96.3,-17,92.82,95.7,-2.88
339,b,94.3,95.3,-21.3,88.51,96.07,-25.06
341,b,102.7,96.4,-17.9,111.15,88.93,-28.54
343,b,79.6,120.4,-35.3,83.16,107.42,-22.71
345,b,72.1,99.6,-64.1,69.71,88.16,-72.71
347,b,79.5,115.4,-53.9,85.66,106.68,-46.94
349,b,69.4,107.4,-65.7,62.32,104.2,-76.22
351,b,75.6,114.6,-54.2,73.77,117.47,-41.87
353,b,78.2,102.8,-67.2,76.01,87.51,-69.5
355,b,76.8,104.4,-54.5,72.28,106.29,-46.87
357,b,80.8,119.6,-57.3,84.38,119.61,-49.19
359,b,84.1,101.9,-62.7,85.52,92.18,-60.17
361,b,90.1,104.4,-32.8,80.27,98.45,-28.48
363,b,86.7,93.8,-41.7,88.47,94.3,-41.19
365,b,90.7,110.2,-31.2,84.64,108.47,-20.06
367,b,99.5,108.8,-32.4,108.02,115.8,-25.18
369,b,96.1,106.1,-37.6,95.15,96.89,-43.84
371,b,99.9,97.7,-40.5,109.52,94.97,-45.19
373,b,96.4,110.8,-30.6,92.15,108.83,-26.29
375,b,98.1,99.2,-33.3,102.88,97.12,-35.79
377,b,97,103,-31.4,90.98,105.5,-33.61
379,b,105.2,106.9,-27.5,116.67,113,-20.99
381,b,106.1,105,-32.9,123.24,107.57,-20.87
383,b,100.1,115.1,-29.8,100.34,108.03,-20.1
385,b,102.1,114.1,-32.1,110,109.44,-40.77
387,b,98.8,116.7,-33.2,90.17,108.47,-31.59
389,b,101.6,116.7,-35.7,118.89,122.7,-23.77
391,b,102.4,117,-30.8,110.69,105.85,-10.03
393,b,76,124.4,-64.9,70.27,122.48,-67.09
395,b,79,99,-67.4,79.96,100.12,-57.78
397,b,69.2,97,-71.8,67.01,103.5,-61.69
399,b,69,99.3,-72.7,61.6,111.34,-80.12
401,b,83.2,118.6,-70.2,86.46,111.64,-90.58
403,b,74.4,124.6,-70,70.81,125.64,-61.93
405,b,74.9,130.2,-69.5,72.51,125.03,-75.78
407,b,78.4,119.2,-78.7,79.63,109.62,-87.29
409,b,71.9,137.5,-67.3,52.62,135.73,-80.51
411,b,76.1,138.4,-73.7,82.33,136.87,-73.05
413,b,73,134.1,-67.8,63.36,132.08,-62.22
415,b,69.9,136.8,-76.1,61.34,133.66,-89.53
1,c,46.9,105.8,-100.1,45.2,102.94,-114.82
3,c,59.8,96.1,-78.1,57.38,98.88,-70.56
5,c,56.4,91.7,-90.2,53.03,87.58,-100.28
7,c,72.4,114,-82.8,81.69,99.05,-81.1
9,c,73.9,102.5,-76,68.24,104.61,-68.62
11,c,73.7,104.2,-86.2,74.6,91.66,-92.57
13,c,76.7,108.5,-80.3,82.39,99.49,-78.73
15,c,76.8,112.2,-84.6,81.17,101.47,-86.13
17,c,79.3,101.7,-79.2,85.28,101.65,-75.63
19,c,76.9,112.1,-81.8,74.21,109.05,-88.34
21,c,80.3,108.1,-79.7,89.24,107.06,-77.99
23,c,78.5,107.2,-81.5,78.48,136.57,-82.81
25,c,62.3,107,-90.3,67.98,113.86,-97.09
27,c,61.5,111.1,-78.8,49.27,98.5,-78.19
29,c,63.2,106.3,-88.7,64.09,102.92,-92.75
31,c,58.5,109.3,-84.4,51.5,111.61,-80.71
33,c,60.4,107.1,-89.5,63.48,108.38,-94.48
35,c,59.1,106.5,-85.6,59.09,111.7,-81.03
37,c,57,105.6,-90.8,51.78,116.14,-101.47
39,c,54.3,102.3,-90.3,47.89,102.83,-95.02
41,c,76.6,100.4,-73.8,80.67,94.46,-67.25
43,c,73.1,106.7,-72.6,71.1,98.86,-68.57
45,c,78.5,103.2,-80,82.65,91.12,-83.88
47,c,76.1,102.7,-76.1,83.75,97.3,-70.24
49,c,76.6,100.7,-79.1,78.93,98.18,-81.35
51,c,71.3,117.9,-77.1,62.67,116.64,-78.92
53,c,76.7,104.5,-80.2,78.65,103.44,-82.48
55,c,81.7,102.1,-77.6,84.49,97.67,-79.61
57,c,80.8,104.1,-74.5,90.3,98.56,-69.14
59,c,75.5,106.8,-74.5,70.77,112.49,-71.89
61,c,68.9,107.9,-93.1,63.09,94.16,-107.99
63,c,81.6,106,-87.2,89.81,91.56,-87.24
65,c,73.1,98.7,-95.1,74.1,100.03,-103.31
67,c,74.8,108.1,-94.9,78.92,107.49,-90.05
69,c,73.9,111,-95,67.89,102.8,-102.83
71,c,83.4,105.2,-93.7,92.77,107.73,-94.89
73,c,74.7,114.4,-93.4,63.38,114.9,-102.13
75,c,80.2,107,-100,84,101.29,-108.15
77,c,81.3,108.2,-95.4,92.56,108.51,-94.86
79,c,85,109.2,-96.3,91.83,104.43,-103.97
81,c,78,109.4,-100.3,76.38,100.19,-112.55
83,c,67.4,105.6,-89.1,70.79,110.12,-90.27
85,c,63.5,109,-87,59.27,112.65,-82.73
87,c,66.5,107.1,-90.2,66.41,104.22,-92.94
89,c,64.6,110.4,-90.6,63.15,105.93,-95.59
91,c,65.7,111.2,-85,68.02,115.61,-78.75
93,c,82.7,106.1,-85.2,94.44,102.74,-81.79
95,c,75.4,120.6,-91,73.86,124.55,-101.07
97,c,71.8,121.7,-85.9,68.89,123.12,-84.44
99,c,69.3,120.6,-94.6,68.96,116.53,-100.58
101,c,66.4,117.6,-94.5,69.31,122.13,-95.64
103,c,62.8,128.2,-94.4,52.13,127.46,-102.76
105,c,64.9,117.6,-97.8,61.8,114.93,-107.07
107,c,62.6,119.2,-92.9,50.72,119.32,-95.97
109,c,66,118.8,-97,67.19,118.83,-106.48
111,c,61.4,118.3,-97.1,52.32,118.38,-102.7
113,c,75.9,107.2,-79.9,72.9,104.65,-69.18
115,c,78.8,117.7,-84,80.74,115.83,-88.81
117,c,73.7,115.9,-83.2,75.82,117.87,-75.55
119,c,79.5,117.3,-80.8,90.52,117.92,-71.83
121,c,76.2,110,-92.8,76.95,106.51,-104.22
123,c,81.8,120.1,-95.7,88.33,118.97,-100.37
125,c,74.2,126.1,-98.4,72.4,125.09,-100.8
127,c,83.7,120.7,-101.5,90.91,117.49,-108.3
129,c,76.8,124.7,-96,71.59,126.8,-95.91
131,c,84.6,120.6,-101.8,92.07,109.36,-111.21
133,c,76.7,122.1,-102.2,73.4,114.6,-108.49
135,c,70.1,126.3,-87.9,61.46,121.7,-83.72
137,c,75,132.8,-84,79.2,135.78,-79.3
139,c,69.2,126.8,-85.9,64.84,117.35,-85.62
141,c,74.3,131.8,-86,78.87,129.82,-87.95
143,c,70.1,133.2,-80.7,65.59,131.96,-70.33
145,c,72.9,131.8,-84.2,72.86,135.42,-78.91
147,c,69.3,129.9,-85.7,60.85,125.43,-87.76
149,c,81.1,112.8,-82.9,84.91,112.45,-79.24
151,c,83,115.5,-87.1,83.95,116.79,-91.32
153,c,84.1,116.7,-84.1,93.64,118.01,-80.28
155,c,82.6,121.1,-85.1,85.55,120.25,-87.18
157,c,83.6,123.9,-86.2,98.1,121.64,-86.13
159,c,74.2,132.7,-87.6,69.92,124.46,-90.52
161,c,73.5,119.2,-88.3,68.84,119.12,-85.74
163,c,75.5,117.5,-96.2,78.57,115.83,-102.7
165,c,69.4,125,-92.3,62.78,127.71,-94.06
167,c,77.3,130.3,-88.2,85.25,125.3,-84.99
169,c,72.8,127.6,-100.4,76.92,129.51,-108.85
171,c,69.8,130.7,-90.2,66.97,142.42,-74.51
173,c,71.2,135,-93.5,63.82,139.63,-102.17
175,c,74.1,134.7,-87.3,78.47,140.84,-73.44
177,c,41.2,95.8,-40.3,44.19,84.22,-44.38
179,c,38.3,98.1,-39.9,34.08,91.16,-46.15
181,c,39.4,95.1,-30.5,43.92,82.42,-23.78
183,c,42.9,93.5,-32.1,41.01,92.93,-25.68
185,c,53.4,92.3,-40.3,58.01,89.6,-50.38
187,c,55.5,96.9,-40.2,56.27,99.17,-48.8
189,c,60.2,93,-33.9,62.02,79.19,-23.59
191,c,68.4,90.3,-29.5,71.12,71.57,-20.05
193,c,70.2,91.7,-32.1,77.69,95.34,-30.55
195,c,66.7,96.7,-29.1,58.66,98.24,-27.41
197,c,67.6,96,-29.2,67.33,93.28,-23.41
199,c,67.2,98.1,-30.5,65.69,99.47,-22.83
201,c,70.7,102.6,-27.1,74.76,102.25,-24.44
203,c,67.5,102.1,-32.2,66.84,105.23,-37.3
205,c,74.7,91.9,-31.8,86.19,76.65,-32.51
207,c,66.4,93.1,-28.5,63.38,83.13,-16.91
209,c,73.8,90.6,-34.9,77.7,77.45,-47.59
211,c,75.6,92.3,-30,80.53,90.28,-32.33
213,c,74.3,94.5,-33.3,74.83,91.22,-40.89
215,c,76.7,95.5,-28.7,81.68,93.43,-25.83
217,c,77.6,95.7,-30.1,89.37,97.2,-27.78
219,c,79.2,96.7,-34,87.34,88.92,-37.54
221,c,74.5,93,-29.7,73.84,95.32,-22.49
223,c,69.7,91.5,-29.1,72.92,89.47,-20.16
225,c,71.6,96.1,-26.6,70.82,94.54,-23.99
227,c,70.8,94,-29.1,65.65,94.78,-27.44
229,c,76.4,87,-23.5,83.78,84.21,-16.07
231,c,73.4,93.8,-21.4,73.93,89.84,-11.48
233,c,80.2,90,-28.6,90.17,83.95,-33.72
235,c,77.9,91.9,-19.9,84.86,89.24,-7.14
237,c,78.3,95.8,-26.6,93.41,98.76,-27.45
239,c,72.5,95.4,-23.4,69.43,89.94,-14.99
241,c,24.1,107,-50.3,22.53,97.69,-51.44
243,c,31.4,117,-47,32.72,115.28,-39.49
245,c,26.5,122.9,-56,21.22,115,-58.89
247,c,31.2,120.3,-65.5,36.42,117.55,-65.43
249,c,20,120.4,-66,13.1,117.56,-68.52
251,c,27.6,121.4,-73.5,31.69,116.75,-77.29
253,c,19.9,117.2,-79.5,18.94,110.06,-89.13
255,c,18.7,120.3,-78.2,14.59,126.9,-79.9
257,c,17.9,122.1,-75.8,16.15,123.94,-73.5
259,c,18.1,119.5,-82.4,20.61,115.64,-88.71
261,c,10,126.9,-80.3,-0.48,123.84,-84.14
263,c,13.1,124.6,-78.9,13.52,131.16,-68.1
265,c,9.1,126.7,-79.9,-0.86,130.48,-76.48
267,c,12.3,125,-88.6,14.49,124.78,-102.03
269,c,7.3,126,-85.9,-2.73,119.67,-92.02
271,c,11.9,125.1,-81.5,10.27,127.07,-76.61
273,c,45.4,126.9,-57.2,52.77,124.12,-48.21
275,c,54,126.6,-59.9,63.45,118.62,-59.2
277,c,49.6,127.9,-58.6,48.73,130.88,-54.13
279,c,54.2,124.3,-65,57.65,118.46,-76.84
281,c,53,124.4,-62.1,57.8,120.29,-63.61
283,c,51.1,128.1,-57.3,55.7,121.76,-50.62
285,c,52.3,127.9,-59.3,54.69,128.38,-57.06
287,c,52.8,127.7,-54.9,51.3,126.19,-49.09
289,c,55.1,127.5,-55.9,61.47,128.64,-53.12
291,c,53.5,128.8,-50.9,54.62,132,-40.66
293,c,55.3,125.9,-54.4,57.49,128.45,-59.47
295,c,55.7,130.2,-51.4,62.01,120.58,-42.26
297,c,50.3,128.8,-61,45.75,134.37,-62.05
301,c,49.9,135.9,-66.8,47.78,137.68,-71.95
303,c,53.5,121.4,-59.6,54.94,128.74,-54.36
305,c,60.5,130.6,-63.4,71.22,126.03,-65.4
307,c,57.4,131.5,-59.5,61.97,132.56,-53.11
309,c,62.2,129.9,-67.6,63.63,122.72,-78.36
311,c,65.5,132.8,-56.9,75.23,131.83,-49.2
313,c,60.5,138.6,-59.3,59.56,141.5,-60.23
315,c,69.1,134.1,-62.9,80.55,133.7,-69.27
317,c,62.1,143.6,-58.2,63.25,145.93,-44.77
319,c,65.5,141.3,-66.3,66.7,134.45,-77.52
321,c,61.3,141.4,-61.4,55.13,150.73,-56.73
323,c,68.3,135.5,-60.4,81.42,140,-54.41
325,c,25.2,128.5,-63.7,16.5,123.46,-69.9
327,c,31.2,134.8,-61.8,35.8,139.16,-53.06
329,c,32.7,137.2,-70.2,36.01,139.57,-72.58
331,c,29.5,138.3,-62.8,27.91,137.36,-52.93
333,c,39.2,138.1,-64.3,49.14,131.21,-56.55
335,c,34.9,139.5,-70.2,44.26,124.54,-66.9
337,c,34.6,143.5,-76.7,31.6,142.3,-78.57
339,c,40.1,141.9,-70.1,48.12,137.53,-67.55
341,c,41.3,143.5,-72.7,51.4,136.3,-79.48
343,c,35.3,140,-74.1,36.92,140.28,-71.98
345,c,39.1,136.7,-80.1,55.32,135.6,-85.92
